Request ,BusinessUnit,
"""6304UE_8771000 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""233642"", ""refNum_s"": """"",TRUE,
"""p223001-sw1* AND businessUnit_s:Accu-Tech AND shipLocation_s:15416 AND advancedPartSearch:Y AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""100012447""",TRUE,
"""11140634 AND shipLocation_s:15414 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""216112"", ""refNum_s"": ""616141""",TRUE,
"""cppl24wb AND shipLocation_s:13603 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""227835"", ""refNum_s"": ""585705""",TRUE,
"""RV6MJKUBK-S1* AND salesLocation_s:61961 AND shipLocation_s:16011 AND customerAccount_s:AC0161-0766 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Marlon Doppe"", ""refNum_s"": """"",TRUE,
"""bch64-w2* AND salesLocation_s:61996 AND shipLocation_s:12304 AND customerAccount_s:AC0163-3998 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Nathan Ward"", ""refNum_s"": """"",TRUE,
"""jb1dwh-a* AND salesLocation_s:62744 AND shipLocation_s:15416 AND customerAccount_s:AC0158-8044 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Chanel Cannon"", ""refNum_s"": """"",TRUE,
"""diw12 AND shipLocation_s:11726 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""236339"", ""refNum_s"": ""616129""",TRUE,
"""30994* AND salesLocation_s:62399 AND shipLocation_s:15812 AND customerAccount_s:AC0158-4571 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Patrick Sweeney"", ""refNum_s"": """"",TRUE,
"""dtk-wm4nets* AND salesLocation_s:62397 AND shipLocation_s:14810 AND customerAccount_s:AC0194-7020 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Cody Farrar"", ""refNum_s"": """"",TRUE,
"""lv1 AND shipLocation_s:15642 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""208850"", ""refNum_s"": ""616113""",TRUE,
"""TZE355* AND salesLocation_s:62474 AND shipLocation_s:13417 AND customerAccount_s:AC0158-6363 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Kelly Szymanski"", ""refNum_s"": """"",TRUE,
"""49255- AND shipLocation_s:15609 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""226022"", ""refNum_s"": ""616115""",TRUE,
"""BIDA 86B AND shipLocation_s:13429 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""231024"", ""refNum_s"": ""615957""",TRUE,
"""048ZU4-T4F22D20 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""328841"", ""refNum_s"": ""616087""",TRUE,
"""10136339* AND businessUnit_s:Accu-Tech AND shipLocation_s:15642 AND advancedPartSearch:Y AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""100012447""",TRUE,
"""31 AND shipLocation_s:15416 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""328811"", ""refNum_s"": ""601768""",TRUE,
"""11911- AND shipLocation_s:13417 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""234589"", ""refNum_s"": ""616105""",TRUE,
"""ax104156 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""206565"", ""refNum_s"": """"",TRUE,
"""61110-RO6* AND businessUnit_s:Accu-Tech AND shipLocation_s:15642 AND advancedPartSearch:Y AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""100012447""",TRUE,
"""cj6x88tgbu AND shipLocation_s:13603 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""236163"", ""refNum_s"": ""616097""",TRUE,
"""174043* AND salesLocation_s:61999 AND shipLocation_s:13603 AND customerAccount_s:AC0159-0777 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""John Hug"", ""refNum_s"": """"",TRUE,
"""M12L-262 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""216112"", ""refNum_s"": """"",TRUE,
"""S100X125VAFY* AND salesLocation_s:61999 AND shipLocation_s:13603 AND customerAccount_s:AC0159-0777 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""John Hug"", ""refNum_s"": """"",TRUE,
"""ld10w AND shipLocation_s:16043 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""227199"", ""refNum_s"": ""616058""",TRUE,
"""HM24C AND shipLocation_s:15812 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""321886"", ""refNum_s"": ""616010""",TRUE,
"""11900-736 AND shipLocation_s:16041 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""331970"", ""refNum_s"": ""616086""",TRUE,
"""ax104189* AND salesLocation_s:62681 AND shipLocation_s:14611 AND customerAccount_s:AC0161-1959 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Joshua Luffman"", ""refNum_s"": """"",TRUE,
"""01ZU4-T4F22D20 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""328841"", ""refNum_s"": ""616094""",TRUE,
"""mctp6bi-6-14 AND shipLocation_s:16043 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""227199"", ""refNum_s"": ""616058""",TRUE,
"""41AB2-1FS AND shipLocation_s:15416 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""328811"", ""refNum_s"": ""601768""",TRUE,
"""700A-66-B1-25* AND businessUnit_s:Accu-Tech AND shipLocation_s:12702 AND advancedPartSearch:Y AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""100012447""",TRUE,
"""6100UE 877500* AND salesLocation_s:62401 AND shipLocation_s:12601 AND customerAccount_s:AC0158-3959 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Brenna Greene"", ""refNum_s"": """"",TRUE,
"""760127803 AND shipLocation_s:13429 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""231024"", ""refNum_s"": ""615957""",TRUE,
"""V2444-2 AND shipLocation_s:15819 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""237306"", ""refNum_s"": ""616065""",TRUE,
"""6300fe 877u1000 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""226022"", ""refNum_s"": """"",TRUE,
"""3/8 guy* AND salesLocation_s:60001 AND shipLocation_s:12619 AND customerAccount_s:AC0066-4129 AND dcLocation_s:7302 AND businessUnit_s:WESCO"", ""userName_s"": ""Matthew Quigley"", ""refNum_s"": """"",FALSE,
"""760244779 AND shipLocation_s:12114 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""320729"", ""refNum_s"": ""612826""",TRUE,
"""1FM-262-AMP-LAB AND shipLocation_s:13429 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""231024"", ""refNum_s"": ""615957""",TRUE,
"""1026-14126-00 AND shipLocation_s:15416 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""233831"", ""refNum_s"": ""615306""",TRUE,
"""95-050-99-X-Z* AND salesLocation_s:62682 AND shipLocation_s:15819 AND customerAccount_s:AC0159-6405 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Jeremy Smith"", ""refNum_s"": """"",TRUE,
"""MCTP6BI-6-6 AND shipLocation_s:16043 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""227199"", ""refNum_s"": ""616058""",TRUE,
"""mctp6bi-6-1 AND shipLocation_s:16043 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""227199"", ""refNum_s"": ""616058""",TRUE,
"""mctp6 AND shipLocation_s:16043 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""227199"", ""refNum_s"": ""616058""",TRUE,
"""ax102652 AND shipLocation_s:12601 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""224014"", ""refNum_s"": ""616062""",TRUE,
"""ss AND shipLocation_s:16041 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""212564"", ""refNum_s"": ""615910""",TRUE,
"""ZB9X41-6M003 AND shipLocation_s:12908 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""321602"", ""refNum_s"": ""616063""",TRUE,
"""13911-703 AND shipLocation_s:15642 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""313136"", ""refNum_s"": ""616050""",TRUE,
"""492ru- AND shipLocation_s:16043 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""227199"", ""refNum_s"": ""616058""",TRUE,
"""NSAV62M AND shipLocation_s:15812 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""321886"", ""refNum_s"": ""616010""",TRUE,
"""6110g-RP6 AND shipLocation_s:16011 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""322620"", ""refNum_s"": ""616042""",TRUE,
"""12D1-6-03 AND shipLocation_s:16041 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""337765"", ""refNum_s"": ""616055""",TRUE,
"""DTK-MRJPOEx AND businessUnit_s:Accu-Tech"", ""userName_s"": ""227658"", ""refNum_s"": ""615963""",TRUE,
"""10136226 AND shipLocation_s:15642 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""313136"", ""refNum_s"": ""616050""",TRUE,
"""6083312 AND shipLocation_s:12702 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""238367"", ""refNum_s"": ""616015""",TRUE,
"""18-499-46* AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""900000332""",TRUE,
"""2-7* AND salesLocation_s:60001 AND shipLocation_s:12619 AND customerAccount_s:AC0155-5833 AND dcLocation_s:7302 AND businessUnit_s:WESCO"", ""userName_s"": ""Daniel Chase"", ""refNum_s"": """"",FALSE,
"""21498109* AND businessUnit_s:Accu-Tech AND shipLocation_s:12702 AND advancedPartSearch:Y AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""100012447""",TRUE,
"""PDR012-AB0707 AND shipLocation_s:15009 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""308831"", ""refNum_s"": ""616043""",TRUE,
"""1189ap877* AND salesLocation_s:62395 AND shipLocation_s:12702 AND customerAccount_s:AC0158-3012 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Steve Kurtinitis"", ""refNum_s"": """"",TRUE,
"""6-7GTHW2 AND shipLocation_s:11411 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""336274"", ""refNum_s"": ""611812""",TRUE,
"""700210263 AND shipLocation_s:15416 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""328811"", ""refNum_s"": ""616038""",TRUE,
"""MXE64283BK10000* AND salesLocation_s:62395 AND shipLocation_s:12702 AND customerAccount_s:AC0162-7492 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Theresa Mills"", ""refNum_s"": """"",TRUE,
"""nf AND shipLocation_s:12114 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""320729"", ""refNum_s"": ""616001""",TRUE,
"""6b-2 AND shipLocation_s:14112 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""221887"", ""refNum_s"": ""616034""",TRUE,
"""760162818* AND businessUnit_s:Accu-Tech AND shipLocation_s:11411 AND advancedPartSearch:Y AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""100012447""",TRUE,
"""CCHCS126TP00RE AND shipLocation_s:12702 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""323615"", ""refNum_s"": ""614164""",TRUE,
"""1053586AT AND shipLocation_s:16023 AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""616016""",TRUE,
"""pup6afo4wh-gz* AND businessUnit_s:Accu-Tech AND shipLocation_s:12908 AND advancedPartSearch:Y AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""100012447""",TRUE,
"""DPC1324* AND businessUnit_s:Accu-Tech AND shipLocation_s:11411 AND advancedPartSearch:Y AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""100012447""",TRUE,
"""F6W AND shipLocation_s:14802 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""326020"", ""refNum_s"": ""616024""",TRUE,
"""1008028AT AND shipLocation_s:16023 AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""616016""",TRUE,
"""FRM-11 AND shipLocation_s:12702 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""339478"", ""refNum_s"": ""616017""",TRUE,
"""C62962 AND shipLocation_s:15416 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""339129"", ""refNum_s"": ""615141""",TRUE,
"""C62 AND shipLocation_s:15416 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""339129"", ""refNum_s"": ""615141""",TRUE,
"""1053322AT AND shipLocation_s:16023 AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""616016""",TRUE,
"""6GK1901-1BB10-2AE0* AND salesLocation_s:66708 AND shipLocation_s:12008 AND customerAccount_s:AC0010-8928 AND dcLocation_s:7305 AND businessUnit_s:WESCO"", ""userName_s"": ""Doug Lindsay"", ""refNum_s"": """"",FALSE,
"""FS100* AND salesLocation_s:62395 AND shipLocation_s:12702 AND customerAccount_s:AC0158-1821 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Melissa Saul"", ""refNum_s"": """"",TRUE,
"""3-MW-24A* AND salesLocation_s:60001 AND shipLocation_s:12619 AND customerAccount_s:AC0155-5833 AND dcLocation_s:7302 AND businessUnit_s:WESCO"", ""userName_s"": ""Christopher Stone"", ""refNum_s"": """"",FALSE,
"""HBXW2* AND salesLocation_s:60664 AND shipLocation_s:14001 AND customerAccount_s:AC0001-4341 AND dcLocation_s:7305 AND businessUnit_s:WESCO"", ""userName_s"": ""Garrett Rucker"", ""refNum_s"": """"",FALSE,
"""A1212CHNFSS AND businessUnit_s:Accu-Tech"", ""userName_s"": ""329313"", ""refNum_s"": ""615995""",TRUE,
"""CM-EPLA-WH* AND salesLocation_s:61960 AND shipLocation_s:16043 AND customerAccount_s:AC0161-7232 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Cruz Hernandez"", ""refNum_s"": """"",TRUE,
"""*:* AND transPartOrFilter:(transactablePart_s:V99YA2A23 OR transactablePart_s:NYJM22A23) AND salesLocation_s:60001 AND shipLocation_s:12619 AND dcLocation_s:7302 AND customerAccount_s:AC0016-3892 AND businessUnit_s:WESCO"", ""userName_s"": ""Josephine Trupiano"", ""refNum_s"": ""QU100031162""",FALSE,
"""18-799-46* AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""900000329""",TRUE,
"""TLP606USBBTAA AND businessUnit_s:Accu-Tech"", ""userName_s"": ""235307"", ""refNum_s"": ""615979""",TRUE,
"""110B-SOUNDSPHER* AND salesLocation_s:62474 AND shipLocation_s:13417 AND customerAccount_s:AC0158-6304 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Kelly Szymanski"", ""refNum_s"": """"",TRUE,
"""mxe86 AND shipLocation_s:14506 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""209989"", ""refNum_s"": ""615837""",TRUE,
"""VISIFAULT-FIBERLRT AND shipLocation_s:12114 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""320729"", ""refNum_s"": ""616001""",TRUE,
"""FRMMAT AND businessUnit_s:Accu-Tech"", ""userName_s"": ""333361"", ""refNum_s"": ""615965""",TRUE,
"""DCF3w AND shipLocation_s:16023 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""339483"", ""refNum_s"": ""614615""",TRUE,
"""37461 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""329313"", ""refNum_s"": ""615995""",TRUE,
"""4WT60* AND salesLocation_s:60001 AND shipLocation_s:12619 AND customerAccount_s:AC0155-5833 AND dcLocation_s:7302 AND businessUnit_s:WESCO"", ""userName_s"": ""Christopher Stone"", ""refNum_s"": """"",FALSE,
"""IM1911 AND shipLocation_s:15625 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""329187"", ""refNum_s"": ""615991""",TRUE,
"""DCF3IW-X* AND businessUnit_s:Accu-Tech AND shipLocation_s:16043 AND advancedPartSearch:Y AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""100012447""",TRUE,
"""JBX3510EI-A AND shipLocation_s:16043 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""227199"", ""refNum_s"": ""615875""",TRUE,
"""foas2fsmlclc-2m AND shipLocation_s:14506 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""209989"", ""refNum_s"": ""615837""",TRUE,
"""mctp6abi- AND shipLocation_s:14506 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""209989"", ""refNum_s"": ""615837""",TRUE,
"""RDC610-0 AND shipLocation_s:16043 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""227199"", ""refNum_s"": ""615875""",TRUE,
"""mc AND shipLocation_s:14506 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""209989"", ""refNum_s"": ""615837""",TRUE,
"""RAFC3* AND businessUnit_s:Accu-Tech AND shipLocation_s:16043 AND advancedPartSearch:Y AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""100012447""",TRUE,
"""1061 AND shipLocation_s:14506 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""209989"", ""refNum_s"": ""615837""",TRUE,
"""RAFC3IW-X* AND businessUnit_s:Accu-Tech AND shipLocation_s:16043 AND advancedPartSearch:Y AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""100012447""",TRUE,
"""CPPA48 AND shipLocation_s:15414 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""216112"", ""refNum_s"": ""615980""",TRUE,
"""UTP28X7BU AND shipLocation_s:15414 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""216112"", ""refNum_s"": ""615980""",TRUE,
"""J8818* AND salesLocation_s:60001 AND shipLocation_s:12619 AND customerAccount_s:AC0000-5694 AND dcLocation_s:7302 AND businessUnit_s:WESCO"", ""userName_s"": ""Josephine Trupiano"", ""refNum_s"": """"",FALSE,
"""flcs2/9socu9bu AND shipLocation_s:11102 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""224559"", ""refNum_s"": ""615927""",TRUE,
"""flcs2/9s0cu9bu AND shipLocation_s:11102 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""224559"", ""refNum_s"": ""615927""",TRUE,
"""6H460-07Y AND shipLocation_s:11726 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""302568"", ""refNum_s"": ""615966""",TRUE,
"""fap6wbudl AND shipLocation_s:11102 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""224559"", ""refNum_s"": ""615927""",TRUE,
"""fap6 AND shipLocation_s:11102 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""224559"", ""refNum_s"": ""615927""",TRUE,
"""CAT AND shipLocation_s:16041 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""331970"", ""refNum_s"": ""598367""",TRUE,
"""ks6a-36* AND salesLocation_s:62473 AND shipLocation_s:13429 AND customerAccount_s:AC0158-6194 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""John-Riley Hathcock"", ""refNum_s"": """"",TRUE,
"""61110-RW6* AND salesLocation_s:62395 AND shipLocation_s:12702 AND customerAccount_s:AC0197-2428 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Parker Mitchell"", ""refNum_s"": """"",TRUE,
"""fsc AND shipLocation_s:11102 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""224559"", ""refNum_s"": ""615927""",TRUE,
"""LJ235C2U* AND salesLocation_s:60001 AND shipLocation_s:12619 AND customerAccount_s:AC0155-5833 AND dcLocation_s:7302 AND businessUnit_s:WESCO"", ""userName_s"": ""Daniel Chase"", ""refNum_s"": """"",FALSE,
"""760 AND shipLocation_s:16041 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""331970"", ""refNum_s"": ""598367""",TRUE,
"""41089 AND shipLocation_s:11726 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""302568"", ""refNum_s"": ""615966""",TRUE,
"""CP48WSBLY* AND businessUnit_s:Accu-Tech AND shipLocation_s:12304 AND advancedPartSearch:Y AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""100012447""",TRUE,
"""UC1BBC2-0ZF007 AND shipLocation_s:13603 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""236163"", ""refNum_s"": ""615905""",TRUE,
"""FWME1BL AND shipLocation_s:12304 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""208904"", ""refNum_s"": ""615968""",TRUE,
"""900-625WT-US* AND salesLocation_s:62396 AND shipLocation_s:14802 AND customerAccount_s:AC0158-2455 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Lauren Givens"", ""refNum_s"": """"",TRUE,
"""vd3000b AND shipLocation_s:14506 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""209989"", ""refNum_s"": ""615837""",TRUE,
"""CPPL48WBLY* AND salesLocation_s:62401 AND shipLocation_s:12601 AND customerAccount_s:AC0163-1829 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Randy Schnepel"", ""refNum_s"": """"",TRUE,
"""RVAMJKUBL-S1 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""313507"", ""refNum_s"": """"",TRUE,
"""40970-711 AND shipLocation_s:14506 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""209989"", ""refNum_s"": ""615837""",TRUE,
"""012EU4-T4701D20* AND salesLocation_s:62474 AND shipLocation_s:13417 AND customerAccount_s:AC0159-4346 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Hank Smitherman"", ""refNum_s"": """"",TRUE,
"""trt10-12b* AND salesLocation_s:62401 AND shipLocation_s:12601 AND customerAccount_s:AC0158-3959 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Brenna Greene"", ""refNum_s"": """"",TRUE,
"""3B1E AND shipLocation_s:12908 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""233430"", ""refNum_s"": ""615916""",TRUE,
"""78621081084* AND salesLocation_s:60829 AND shipLocation_s:14507 AND customerAccount_s:AC0015-6613 AND dcLocation_s:7303 AND businessUnit_s:WESCO"", ""userName_s"": ""Beth Weaver"", ""refNum_s"": """"",FALSE,
"""PR2VD08* AND salesLocation_s:62473 AND shipLocation_s:13429 AND customerAccount_s:AC0160-7961 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Davis Puckey"", ""refNum_s"": """"",TRUE,
"""MAPA AF-18* AND salesLocation_s:60001 AND shipLocation_s:12619 AND customerAccount_s:AC0051-5771 AND dcLocation_s:7302 AND businessUnit_s:WESCO"", ""userName_s"": ""John Allgaier"", ""refNum_s"": """"",FALSE,
"""040402G5120001M AND shipLocation_s:12908 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""233430"", ""refNum_s"": ""615916""",TRUE,
"""11302-701* AND salesLocation_s:62395 AND shipLocation_s:12702 AND customerAccount_s:AC0197-0384 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Melissa Saul"", ""refNum_s"": """"",TRUE,
"""kj10g- AND shipLocation_s:14810 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""324409"", ""refNum_s"": ""615877""",TRUE,
"""cs34 AND shipLocation_s:13429 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""322566"", ""refNum_s"": ""615948""",TRUE,
"""mct AND shipLocation_s:14509 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""316066"", ""refNum_s"": ""615752""",TRUE,
"""mm20716-b* AND salesLocation_s:62530 AND shipLocation_s:15642 AND customerAccount_s:AC0196-9504 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Billy Caine"", ""refNum_s"": """"",TRUE,
"""11312-718* AND salesLocation_s:62747 AND shipLocation_s:11411 AND customerAccount_s:AC0159-6443 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Shane Linden"", ""refNum_s"": """"",TRUE,
"""2091* AND salesLocation_s:62473 AND shipLocation_s:13429 AND customerAccount_s:AC0158-6133 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Jeremy Prevette"", ""refNum_s"": """"",TRUE,
"""AX102011 AND shipLocation_s:12908 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""233430"", ""refNum_s"": ""615916""",TRUE,
"""cs34p* AND salesLocation_s:62473 AND shipLocation_s:13429 AND customerAccount_s:AC0158-1371 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Ben Leonard"", ""refNum_s"": """"",TRUE,
"""CA21100000 AND shipLocation_s:12908 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""233430"", ""refNum_s"": ""615916""",TRUE,
"""FF1X06SD* AND salesLocation_s:62530 AND shipLocation_s:15642 AND customerAccount_s:AC0186-3068 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Greg Griffo"", ""refNum_s"": """"",TRUE,
"""H6A10-15e* AND salesLocation_s:62530 AND shipLocation_s:15642 AND customerAccount_s:AC0196-9504 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Billy Caine"", ""refNum_s"": """"",TRUE,
"""9N400S* AND salesLocation_s:60627 AND shipLocation_s:14507 AND customerAccount_s:AC0016-0547 AND dcLocation_s:7303 AND businessUnit_s:WESCO"", ""userName_s"": ""John Van Vactor"", ""refNum_s"": """"",FALSE,
"""576-a10-003* AND salesLocation_s:62680 AND shipLocation_s:14205 AND customerAccount_s:AC0158-0610 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Todd Reigle"", ""refNum_s"": """"",TRUE,
"""760241378 AND shipLocation_s:13603 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""236163"", ""refNum_s"": ""615905""",TRUE,
"""cbx2i AND shipLocation_s:11102 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""224559"", ""refNum_s"": ""615927""",TRUE,
"""11302-001* AND salesLocation_s:62395 AND shipLocation_s:12702 AND customerAccount_s:AC0186-3068 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Melissa Saul"", ""refNum_s"": """"",TRUE,
"""sbp-276hmw* AND salesLocation_s:62681 AND shipLocation_s:14611 AND customerAccount_s:AC0158-3578 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Jay Mong"", ""refNum_s"": """"",TRUE,
"""Shel AND shipLocation_s:15625 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""239937"", ""refNum_s"": ""615794""",TRUE,
"""Sh AND shipLocation_s:15625 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""239937"", ""refNum_s"": ""615794""",TRUE,
"""7000028933* AND businessUnit_s:WESCO AND shipLocation_s:14507 AND advancedPartSearch:Y AND businessUnit_s:WESCO"", ""userName_s"": """", ""refNum_s"": ""100012447""",FALSE,
"""H6A10-9N4-15O* AND salesLocation_s:62530 AND shipLocation_s:15642 AND customerAccount_s:AC0196-9504 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Billy Caine"", ""refNum_s"": """"",TRUE,
"""LDF4-50A AND shipLocation_s:11726 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""236339"", ""refNum_s"": ""615908""",TRUE,
"""CAT6NP4DBFBK1S * AND businessUnit_s:Accu-Tech AND shipLocation_s:12601 AND advancedPartSearch:Y AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""100012447""",TRUE,
"""02040-2151* AND salesLocation_s:60627 AND shipLocation_s:14507 AND customerAccount_s:AC0016-0547 AND dcLocation_s:7303 AND businessUnit_s:WESCO"", ""userName_s"": ""John Van Vactor"", ""refNum_s"": """"",FALSE,
"""K2C20B1* AND salesLocation_s:60001 AND shipLocation_s:12619 AND customerAccount_s:AC0000-5694 AND dcLocation_s:7302 AND businessUnit_s:WESCO"", ""userName_s"": ""Josephine Trupiano"", ""refNum_s"": """"",FALSE,
