Request ,BusinessUnit,
"""SB1810R15T* AND salesLocation_s:61171 AND shipLocation_s:12402 AND customerAccount_s:AC0001-5961 AND dcLocation_s:7302 AND businessUnit_s:WESCO"", ""userName_s"": ""Aiereona Palmer"", ""refNum_s"": """"",FALSE,
"""PUP6004BU-WLPZ* AND salesLocation_s:62530 AND shipLocation_s:15642 AND customerAccount_s:AC0158-5379 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Matt Duncan"", ""refNum_s"": """"",TRUE,
"""41089* AND businessUnit_s:Accu-Tech AND shipLocation_s:12304 AND advancedPartSearch:Y AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""100012447""",TRUE,
"""pdpk02 AND shipLocation_s:16023 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""339483"", ""refNum_s"": ""613981""",TRUE,
"""49910* AND businessUnit_s:Accu-Tech AND shipLocation_s:12304 AND advancedPartSearch:Y AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""100012447""",TRUE,
"""APCRBC133-CP AND shipLocation_s:16023 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""312371"", ""refNum_s"": ""613991""",TRUE,
"""7800100* AND salesLocation_s:60608 AND shipLocation_s:12008 AND customerAccount_s:AC0154-5071 AND dcLocation_s:7305 AND businessUnit_s:WESCO"", ""userName_s"": ""matt trautman"", ""refNum_s"": """"",FALSE,
"""pdpk0 AND shipLocation_s:16023 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""339483"", ""refNum_s"": ""613981""",TRUE,
"""MiNo6A-BL- AND shipLocation_s:15416 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""233831"", ""refNum_s"": ""613978""",TRUE,
"""012zu4 AND shipLocation_s:14802 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""208873"", ""refNum_s"": ""613948""",TRUE,
"""012zu AND shipLocation_s:14802 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""208873"", ""refNum_s"": ""613948""",TRUE,
"""MiNo6A-BL-3FT AND shipLocation_s:15416 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""233831"", ""refNum_s"": ""613978""",TRUE,
"""024z AND shipLocation_s:14802 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""208873"", ""refNum_s"": ""613948""",TRUE,
"""PUR6AS04BU-Z* AND salesLocation_s:61997 AND shipLocation_s:12114 AND customerAccount_s:AC0161-8156 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Ignacio Torres"", ""refNum_s"": """"",TRUE,
"""CF105/450ez* AND salesLocation_s:62745 AND shipLocation_s:15009 AND customerAccount_s:AC0162-1805 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Garrett Boyd"", ""refNum_s"": """"",TRUE,
"""048zu4-t4 AND shipLocation_s:14802 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""208873"", ""refNum_s"": ""613948""",TRUE,
"""048zu4-t AND shipLocation_s:14802 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""208873"", ""refNum_s"": ""613948""",TRUE,
"""WCH-02P AND shipLocation_s:15819 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""237306"", ""refNum_s"": ""613966""",TRUE,
"""PUR6004OR-W AND shipLocation_s:12114 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""235882"", ""refNum_s"": ""613975""",TRUE,
"""PUR6004WH-W AND shipLocation_s:12114 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""235882"", ""refNum_s"": ""613975""",TRUE,
"""PUR6004WH AND shipLocation_s:12114 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""235882"", ""refNum_s"": ""613975""",TRUE,
"""88014- AND shipLocation_s:16043 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""227199"", ""refNum_s"": ""613968""",TRUE,
"""E57SAL18A2E* AND salesLocation_s:66708 AND shipLocation_s:12008 AND customerAccount_s:AC0065-3276 AND dcLocation_s:7305 AND businessUnit_s:WESCO"", ""userName_s"": ""Doug Lindsay"", ""refNum_s"": """"",FALSE,
"""40153-012* AND salesLocation_s:62530 AND shipLocation_s:15642 AND customerAccount_s:AC0196-9504 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Billy Caine"", ""refNum_s"": """"",TRUE,
"""LCC4-14DW-L* AND businessUnit_s:Accu-Tech AND shipLocation_s:16041 AND advancedPartSearch:Y AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""100012447""",TRUE,
"""012T8P-31190-A3 AND shipLocation_s:15819 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""237306"", ""refNum_s"": ""613966""",TRUE,
"""CP653 4* AND salesLocation_s:62530 AND shipLocation_s:15642 AND customerAccount_s:AC0158-4229 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Greg Griffo"", ""refNum_s"": """"",TRUE,
"""dx2-t1h1* AND salesLocation_s:62530 AND shipLocation_s:15642 AND customerAccount_s:AC0196-9504 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Billy Caine"", ""refNum_s"": """"",TRUE,
"""pup6004bu AND businessUnit_s:Accu-Tech"", ""userName_s"": ""208907"", ""refNum_s"": """"",TRUE,
"""PUP6004BU AND shipLocation_s:16023 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""208907"", ""refNum_s"": ""613624""",TRUE,
"""61110-re6* AND salesLocation_s:62530 AND shipLocation_s:15642 AND customerAccount_s:AC0160-7718 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Matt Duncan"", ""refNum_s"": """"",TRUE,
"""wmpv45e* AND businessUnit_s:Accu-Tech AND shipLocation_s:16011 AND taxonomy_level_1_s:(\""B14-Enclosures and Cabinets\"") AND taxonomy_level_2_s:(\""B1412-Rack, Cabinet and Enclosure Accessories\"") AND taxonomy_level_3_s:(\""B141217-Rack and Cabinet Cable Managers\"") AND advancedPartSearch:Y AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""100012447""",TRUE,
"""pruny305* AND salesLocation_s:60697 AND shipLocation_s:16014 AND customerAccount_s:AC0199-0993 AND dcLocation_s:5689 AND businessUnit_s:WESCO"", ""userName_s"": ""Jennifer Lee"", ""refNum_s"": """"",FALSE,
"""CBX1WH-A AND shipLocation_s:16043 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""325146"", ""refNum_s"": ""613925""",TRUE,
"""cf54/50-ez AND shipLocation_s:12601 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""224014"", ""refNum_s"": ""613958""",TRUE,
"""M6-22-422* AND salesLocation_s:62396 AND shipLocation_s:14802 AND customerAccount_s:AC0158-2313 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Jacob Lunsford"", ""refNum_s"": """"",TRUE,
"""EHN9000U-0006* AND salesLocation_s:69609 AND shipLocation_s:12702 AND customerAccount_s:AC0161-4698 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Tyler Sauer"", ""refNum_s"": """"",TRUE,
"""04- AND businessUnit_s:Accu-Tech"", ""userName_s"": ""327898"", ""refNum_s"": """"",TRUE,
"""LCA12-LCU-BC- AND shipLocation_s:12304 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""327282"", ""refNum_s"": ""613906""",TRUE,
"""LCA12 AND shipLocation_s:12304 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""327282"", ""refNum_s"": ""613906""",TRUE,
"""1LAN_-_SDOLT-G81 AND shipLocation_s:12114 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""320729"", ""refNum_s"": ""613532""",TRUE,
"""UTP28X10bu AND shipLocation_s:16043 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""325146"", ""refNum_s"": ""613925""",TRUE,
"""UTP28xSP10bu AND shipLocation_s:16043 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""325146"", ""refNum_s"": ""613925""",TRUE,
"""76018005 AND shipLocation_s:15642 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""208850"", ""refNum_s"": ""613904""",TRUE,
"""DP486X88TGY AND businessUnit_s:Accu-Tech"", ""userName_s"": ""230714"", ""refNum_s"": """"",TRUE,
"""9910-0100PL-01 AND shipLocation_s:12601 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""219448"", ""refNum_s"": ""613874""",TRUE,
"""cs34p-6w AND shipLocation_s:12908 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""321469"", ""refNum_s"": ""613924""",TRUE,
"""rs AND shipLocation_s:11726 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""327898"", ""refNum_s"": ""613915""",TRUE,
"""lvs AND shipLocation_s:11726 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""327898"", ""refNum_s"": ""613915""",TRUE,
"""042-378/48* AND salesLocation_s:62530 AND shipLocation_s:15642 AND customerAccount_s:AC0158-5056 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Matt Duncan"", ""refNum_s"": """"",TRUE,
"""LAFS617-4200N AND shipLocation_s:12702 AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""613923""",TRUE,
"""L4TNM-PSA AND shipLocation_s:12702 AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""613923""",TRUE,
"""mx-d1z-02 AND shipLocation_s:11726 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""327898"", ""refNum_s"": ""613915""",TRUE,
"""95-200-99* AND salesLocation_s:62471 AND shipLocation_s:14509 AND customerAccount_s:AC0161-8183 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Patrick Allen"", ""refNum_s"": """"",TRUE,
"""mx- AND shipLocation_s:11726 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""327898"", ""refNum_s"": ""613915""",TRUE,
"""ptl-19-42 AND shipLocation_s:11305 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""313507"", ""refNum_s"": ""613914""",TRUE,
"""AX102652 AND shipLocation_s:12601 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""219448"", ""refNum_s"": ""613874""",TRUE,
"""9c6p4-e2-06a AND shipLocation_s:11726 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""327898"", ""refNum_s"": ""613915""",TRUE,
"""55P AND businessUnit_s:Accu-Tech"", ""userName_s"": ""328841"", ""refNum_s"": ""613896""",TRUE,
"""AX104564 AND shipLocation_s:12601 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""219448"", ""refNum_s"": ""613874""",TRUE,
"""VENDOR_SPECIFIC AND shipLocation_s:16041 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""313089"", ""refNum_s"": ""612088""",TRUE,
"""PX3-5497V-E2K1 AND shipLocation_s:13417 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""310311"", ""refNum_s"": ""613901""",TRUE,
"""14zzz-cut AND shipLocation_s:15625 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""307308"", ""refNum_s"": ""613754""",TRUE,
"""AX103121 AND shipLocation_s:12601 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""219448"", ""refNum_s"": ""613874""",TRUE,
"""cs34r-6 AND shipLocation_s:15642 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""208850"", ""refNum_s"": ""613904""",TRUE,
"""OCA207679MTMT0400F* AND salesLocation_s:62395 AND shipLocation_s:12702 AND customerAccount_s:AC0197-2428 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Parker Mitchell"", ""refNum_s"": """"",TRUE,
"""6110G-RE6 AND shipLocation_s:14611 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""339347"", ""refNum_s"": ""613893""",TRUE,
"""CCH-CS12-A8-P00KE* AND salesLocation_s:69609 AND shipLocation_s:12702 AND customerAccount_s:AC0160-2040 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Matthew Zito"", ""refNum_s"": """"",TRUE,
"""18-899-33 AND shipLocation_s:15625 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""307308"", ""refNum_s"": ""613754""",TRUE,
"""IXD-360V03NP AND shipLocation_s:13417 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""308716"", ""refNum_s"": ""612913""",TRUE,
"""5wsm AND shipLocation_s:11726 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""327898"", ""refNum_s"": ""613882""",TRUE,
"""69587-2 AND shipLocation_s:11411 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""210666"", ""refNum_s"": ""613877""",TRUE,
"""69587- AND shipLocation_s:11411 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""210666"", ""refNum_s"": ""613877""",TRUE,
"""RDC61010-06 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""235307"", ""refNum_s"": ""613472""",TRUE,
"""iccabt6v AND shipLocation_s:13603 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""332229"", ""refNum_s"": ""613867""",TRUE,
"""6aspq-6i* AND salesLocation_s:62474 AND shipLocation_s:13417 AND customerAccount_s:AC0186-3068 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Dennis Stafford"", ""refNum_s"": """"",TRUE,
"""cs34p-9w AND shipLocation_s:11411 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""210666"", ""refNum_s"": ""613877""",TRUE,
"""096* AND salesLocation_s:62530 AND shipLocation_s:15642 AND customerAccount_s:AC0161-7039 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Greg Griffo"", ""refNum_s"": """"",TRUE,
"""NM-LCF12-D01 AND shipLocation_s:12702 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""339478"", ""refNum_s"": ""613645""",TRUE,
"""95-050-41-x AND businessUnit_s:Accu-Tech"", ""userName_s"": ""228294"", ""refNum_s"": """"",TRUE,
"""6300fe AND shipLocation_s:15642 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""208850"", ""refNum_s"": ""613791""",TRUE,
"""ACBB AND shipLocation_s:13429 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""334120"", ""refNum_s"": ""613030""",TRUE,
"""11302-701* AND salesLocation_s:62474 AND shipLocation_s:13417 AND customerAccount_s:AC0158-6317 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Kelly Szymanski"", ""refNum_s"": """"",TRUE,
"""1008301AT* AND businessUnit_s:Accu-Tech AND shipLocation_s:11726 AND advancedPartSearch:Y AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""100012447""",TRUE,
"""SRT2200RMXLA-NC* AND salesLocation_s:62530 AND shipLocation_s:15642 AND customerAccount_s:AC0158-5056 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Matt Duncan"", ""refNum_s"": """"",TRUE,
"""WBTDBLSPLICEBA* AND businessUnit_s:Accu-Tech AND shipLocation_s:11726 AND advancedPartSearch:Y AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""100012447""",TRUE,
"""wp804* AND salesLocation_s:62396 AND shipLocation_s:14802 AND customerAccount_s:AC0158-2313 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Jacob Lunsford"", ""refNum_s"": """"",TRUE,
"""wp1850* AND salesLocation_s:62396 AND shipLocation_s:14802 AND customerAccount_s:AC0158-2313 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Jacob Lunsford"", ""refNum_s"": """"",TRUE,
"""Foas2FSMlcst-5m AND businessUnit_s:Accu-Tech"", ""userName_s"": ""226022"", ""refNum_s"": """"",TRUE,
"""Foas2FSMlcst-2m AND businessUnit_s:Accu-Tech"", ""userName_s"": ""226022"", ""refNum_s"": """"",TRUE,
"""ax102262* AND businessUnit_s:Accu-Tech AND shipLocation_s:15625 AND advancedPartSearch:Y AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""100012447""",TRUE,
"""ch-01 AND shipLocation_s:12702 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""227520"", ""refNum_s"": ""613863""",TRUE,
"""98410601000* AND salesLocation_s:61999 AND shipLocation_s:13603 AND customerAccount_s:AC0199-2473 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Jacquelyn Booth"", ""refNum_s"": """"",TRUE,
"""1933674-2* AND salesLocation_s:62396 AND shipLocation_s:14802 AND customerAccount_s:AC0158-2313 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Jacob Lunsford"", ""refNum_s"": """"",TRUE,
"""76011 AND shipLocation_s:15642 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""208850"", ""refNum_s"": ""613791""",TRUE,
"""DTK-VM6WM AND shipLocation_s:15609 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""234627"", ""refNum_s"": ""613788""",TRUE,
"""ax10 AND shipLocation_s:15625 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""307308"", ""refNum_s"": ""613840""",TRUE,
"""utp28sp AND shipLocation_s:16043 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""325146"", ""refNum_s"": ""613859""",TRUE,
"""760257312 AND shipLocation_s:15642 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""208850"", ""refNum_s"": ""613791""",TRUE,
"""1506 AND shipLocation_s:14205 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""230516"", ""refNum_s"": ""612185""",TRUE,
"""5'_hdm AND shipLocation_s:12114 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""320729"", ""refNum_s"": ""612826""",TRUE,
"""NKHDMIWH AND shipLocation_s:11726 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""327898"", ""refNum_s"": ""612845""",TRUE,
"""DGS-8 AND shipLocation_s:11726 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""327898"", ""refNum_s"": ""612845""",TRUE,
"""80Z139D29* AND salesLocation_s:61138 AND shipLocation_s:11204 AND customerAccount_s:AC0009-8650 AND dcLocation_s:7302 AND businessUnit_s:WESCO"", ""userName_s"": ""Jarod Hart"", ""refNum_s"": """"",FALSE,
"""760172288 AND shipLocation_s:13603 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""227835"", ""refNum_s"": ""613850""",TRUE,
"""30237-008 AND shipLocation_s:15819 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""223220"", ""refNum_s"": ""613851""",TRUE,
"""SC100RR* AND businessUnit_s:Accu-Tech AND shipLocation_s:12702 AND advancedPartSearch:Y AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""100012447""",TRUE,
"""40236 AND shipLocation_s:11411 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""336274"", ""refNum_s"": ""611812""",TRUE,
"""S110AA2-100FT AND shipLocation_s:11726 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""327898"", ""refNum_s"": ""612845""",TRUE,
"""ksfp1-88 AND shipLocation_s:12601 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""224014"", ""refNum_s"": ""613817""",TRUE,
"""WAVE-PRO-48 AND shipLocation_s:12601 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""334092"", ""refNum_s"": ""613835""",TRUE,
"""159339 AND shipLocation_s:11411 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""336274"", ""refNum_s"": ""611812""",TRUE,
"""foas2flclc-5m* AND businessUnit_s:Accu-Tech AND shipLocation_s:12702 AND advancedPartSearch:Y AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""100012447""",TRUE,
"""ceiling24 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""210308"", ""refNum_s"": """"",TRUE,
"""40162-951 AND shipLocation_s:15609 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""234627"", ""refNum_s"": ""613788""",TRUE,
"""48DCWC-08-2X100-B0NB AND shipLocation_s:13429 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""324609"", ""refNum_s"": ""613816""",TRUE,
"""40162-903* AND salesLocation_s:62396 AND shipLocation_s:14802 AND customerAccount_s:AC0158-2313 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Jacob Lunsford"", ""refNum_s"": """"",TRUE,
"""5073.391* AND salesLocation_s:61171 AND shipLocation_s:12402 AND customerAccount_s:AC0001-5961 AND dcLocation_s:7302 AND businessUnit_s:WESCO"", ""userName_s"": ""Hannah Shook"", ""refNum_s"": """"",FALSE,
"""PHD66U24 AND shipLocation_s:14112 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""221887"", ""refNum_s"": ""613829""",TRUE,
"""11310 AND shipLocation_s:15642 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""208850"", ""refNum_s"": ""613791""",TRUE,
"""CF54EL6EZ AND shipLocation_s:13002 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""233601"", ""refNum_s"": ""613827""",TRUE,
"""11302-701 AND shipLocation_s:15642 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""208850"", ""refNum_s"": ""613791""",TRUE,
"""39725 AND shipLocation_s:11411 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""336274"", ""refNum_s"": ""611812""",TRUE,
"""CJ6X88TGWH AND shipLocation_s:15609 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""234627"", ""refNum_s"": ""613788""",TRUE,
"""11312-71 AND shipLocation_s:15642 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""208850"", ""refNum_s"": ""613791""",TRUE,
"""760149344 AND shipLocation_s:16011 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""335361"", ""refNum_s"": ""613716""",TRUE,
"""4080-1WP AND shipLocation_s:12601 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""224014"", ""refNum_s"": ""613817""",TRUE,
"""10250-712 AND shipLocation_s:15642 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""208850"", ""refNum_s"": ""613791""",TRUE,
"""410 AND shipLocation_s:12601 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""224014"", ""refNum_s"": ""613817""",TRUE,
"""FS200* AND salesLocation_s:62395 AND shipLocation_s:12702 AND customerAccount_s:AC0186-3068 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Melissa Saul"", ""refNum_s"": """"",TRUE,
"""DTK-MRJEXTS AND shipLocation_s:15609 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""234627"", ""refNum_s"": ""613788""",TRUE,
"""10506-706* AND salesLocation_s:62401 AND shipLocation_s:12601 AND customerAccount_s:AC0197-3363 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Randy Schnepel"", ""refNum_s"": """"",TRUE,
"""6120ul* AND salesLocation_s:61996 AND shipLocation_s:12304 AND customerAccount_s:AC0158-0962 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Nathan Ward"", ""refNum_s"": """"",TRUE,
"""10642-001* AND businessUnit_s:Accu-Tech AND shipLocation_s:15609 AND advancedPartSearch:Y AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""100012447""",TRUE,
"""12100-718* AND salesLocation_s:62401 AND shipLocation_s:12601 AND customerAccount_s:AC0197-3363 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Randy Schnepel"", ""refNum_s"": """"",TRUE,
"""jb* AND salesLocation_s:62474 AND shipLocation_s:13417 AND customerAccount_s:AC0158-6317 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Kelly Szymanski"", ""refNum_s"": """"",TRUE,
"""Gth- AND shipLocation_s:12702 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""339478"", ""refNum_s"": ""613645""",TRUE,
"""VACL4012BN* AND salesLocation_s:60001 AND shipLocation_s:12619 AND customerAccount_s:AC0062-8178 AND dcLocation_s:7302 AND businessUnit_s:WESCO"", ""userName_s"": ""Josephine Trupiano"", ""refNum_s"": """"",FALSE,
"""unj600-wh AND shipLocation_s:15642 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""208850"", ""refNum_s"": ""613791""",TRUE,
"""760149328 AND shipLocation_s:16011 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""335361"", ""refNum_s"": ""613716""",TRUE,
"""nk6ppg AND shipLocation_s:14611 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""303596"", ""refNum_s"": ""613806""",TRUE,
"""svc-ip AND shipLocation_s:16041 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""231195"", ""refNum_s"": ""613743""",TRUE,
"""im2k1bk AND shipLocation_s:14611 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""303596"", ""refNum_s"": ""613806""",TRUE,
"""galv* AND businessUnit_s:WESCO AND shipLocation_s:16009 AND shipLocationOnlyFlag:Y AND advancedPartSearch:Y AND businessUnit_s:WESCO"", ""userName_s"": """", ""refNum_s"": ""100012447""",FALSE,
"""106622285 AND shipLocation_s:15642 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""208850"", ""refNum_s"": ""613791""",TRUE,
"""m4c- AND shipLocation_s:14205 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""317857"", ""refNum_s"": ""611530""",TRUE,
"""cs34p-6w* AND salesLocation_s:62747 AND shipLocation_s:11411 AND customerAccount_s:AC0159-7685 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Shane Linden"", ""refNum_s"": """"",TRUE,
"""760248525 AND shipLocation_s:15642 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""208850"", ""refNum_s"": ""613791""",TRUE,
"""ty27* AND salesLocation_s:60608 AND shipLocation_s:12008 AND customerAccount_s:AC0145-3638 AND dcLocation_s:7305 AND businessUnit_s:WESCO"", ""userName_s"": ""matt trautman"", ""refNum_s"": """"",FALSE,
"""LGX/1000-MODULES AND shipLocation_s:16011 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""335361"", ""refNum_s"": ""613716""",TRUE,
"""PUP6AS04BU-GZ* AND businessUnit_s:Accu-Tech AND shipLocation_s:16043 AND advancedPartSearch:Y AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""100012447""",TRUE,
"""576-A25-001_RETURNABLE AND shipLocation_s:12702 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""323615"", ""refNum_s"": ""613796""",TRUE,
"""SPH-01P* AND salesLocation_s:62533 AND shipLocation_s:11102 AND customerAccount_s:AC0161-7423 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""Jarred Henderson"", ""refNum_s"": """"",TRUE,
"""760 AND shipLocation_s:14611 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""240568"", ""refNum_s"": ""613799""",TRUE,
"""TNV-C7013RC* AND businessUnit_s:Accu-Tech AND shipLocation_s:15642 AND advancedPartSearch:Y AND businessUnit_s:Accu-Tech"", ""userName_s"": """", ""refNum_s"": ""100012447""",TRUE,
"""TB 430* AND salesLocation_s:60608 AND shipLocation_s:12008 AND customerAccount_s:AC0084-1801 AND dcLocation_s:7305 AND businessUnit_s:WESCO"", ""userName_s"": ""Noah Gelman"", ""refNum_s"": """"",FALSE,
"""cs34 AND shipLocation_s:15642 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""208850"", ""refNum_s"": ""613791""",TRUE,
"""12419-724 AND shipLocation_s:15625 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""307308"", ""refNum_s"": ""613754""",TRUE,
"""11301-701 AND shipLocation_s:15609 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""234627"", ""refNum_s"": ""613788""",TRUE,
"""foas12fsmlcx AND shipLocation_s:16023 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""326749"", ""refNum_s"": ""613781""",TRUE,
"""foa AND shipLocation_s:16023 AND businessUnit_s:Accu-Tech"", ""userName_s"": ""326749"", ""refNum_s"": ""613781""",TRUE,
